supplier_id,supplier_name,category_id,category_name,product_id,product_name,product_unit_price,product_unit_stock,units_on_order,order_id,order_date,order_price,order_quantity,order_discount,customer_id,customer_country,shipper_id,shipper_name,shipped_date,freight,employee_id,employee_last_name,employee_first_name
16,Bigfoot Breweries,1,Beverages,34,Sasquatch Ale,14,111,0,10688,1997/10/1,14,14,0,VAFFE,Denmark,2,United Package,1997/10/7,299.09,4,Peacock,Margaret
8,"Specialty Biscuits, Ltd.",1,Beverages,1,Chai,18,39,0,10689,1997/10/1,18,35,0.25,BERGS,Sweden,2,United Package,1997/10/7,13.42,1,Davolio,Nancy
26,Pasta Buttini s.r.l.,5,Grains/Cereals,56,Gnocchi di nonna Alice,38,21,10,10690,1997/10/2,38,20,0.25,HANAR,Brazil,1,Speedy Express,1997/10/3,15.8,1,Davolio,Nancy
12,Plutzer Lebensmittelgroßmärkte AG,2,Condiments,77,Original Frankfurter grüne Soße,13,32,0,10690,1997/10/2,13,30,0.25,HANAR,Brazil,1,Speedy Express,1997/10/3,15.8,1,Davolio,Nancy
8,"Specialty Biscuits, Ltd.",1,Beverages,1,Chai,18,39,0,10691,1997/10/3,18,30,0,QUICK,Germany,2,United Package,1997/10/22,810.05,2,Fuller,Andrew
12,Plutzer Lebensmittelgroßmärkte AG,6,Meat/Poultry,29,Thüringer Rostbratwurst,123.79,0,0,10691,1997/10/3,123.79,40,0,QUICK,Germany,2,United Package,1997/10/22,810.05,2,Fuller,Andrew
20,Leka Trading,1,Beverages,43,Ipoh Coffee,46,17,10,10691,1997/10/3,46,40,0,QUICK,Germany,2,United Package,1997/10/22,810.05,2,Fuller,Andrew
20,Leka Trading,2,Condiments,44,Gula Malacca,19.45,27,0,10691,1997/10/3,19.45,24,0,QUICK,Germany,2,United Package,1997/10/22,810.05,2,Fuller,Andrew
29,Forêts d'érables,3,Confections,62,Tarte au sucre,49.3,17,0,10691,1997/10/3,49.3,48,0,QUICK,Germany,2,United Package,1997/10/22,810.05,2,Fuller,Andrew
7,"Pavlova, Ltd.",2,Condiments,63,Vegie-spread,43.9,24,0,10692,1997/10/3,43.9,20,0,ALFKI,Germany,2,United Package,1997/10/13,61.02,4,Peacock,Margaret
4,Tokyo Traders,6,Meat/Poultry,9,Mishi Kobe Niku,97,29,0,10693,1997/10/6,97,6,0,WHITC,USA,3,Federal Shipping,1997/10/10,139.34,3,Leverling,Janet
25,Ma Maison,6,Meat/Poultry,54,Tourtière,7.45,21,0,10693,1997/10/6,7.45,60,0.15,WHITC,USA,3,Federal Shipping,1997/10/10,139.34,3,Leverling,Janet
15,Norske Meierier,4,Dairy Products,69,Gudbrandsdalsost,36,26,0,10693,1997/10/6,36,30,0.15,WHITC,USA,3,Federal Shipping,1997/10/10,139.34,3,Leverling,Janet
17,Svensk Sjöföda AB,8,Seafood,73,Röd Kaviar,15,101,0,10693,1997/10/6,15,15,0.15,WHITC,USA,3,Federal Shipping,1997/10/10,139.34,3,Leverling,Janet
3,Grandma Kelly's Homestead,7,Produce,7,Uncle Bob's Organic Dried Pears,30,15,0,10694,1997/10/6,30,90,0,QUICK,Germany,3,Federal Shipping,1997/10/9,398.36,8,Callahan,Laura
28,Gai pâturage,4,Dairy Products,59,Raclette Courdavault,55,79,0,10694,1997/10/6,55,25,0,QUICK,Germany,3,Federal Shipping,1997/10/9,398.36,8,Callahan,Laura
7,"Pavlova, Ltd.",1,Beverages,70,Outback Lager,15,15,10,10694,1997/10/6,15,50,0,QUICK,Germany,3,Federal Shipping,1997/10/9,398.36,8,Callahan,Laura
3,Grandma Kelly's Homestead,2,Condiments,8,Northwoods Cranberry Sauce,40,6,0,10695,1997/10/7,40,10,0,WILMK,Finland,1,Speedy Express,1997/10/14,16.72,7,King,Robert
5,Cooperativa de Quesos 'Las Cabras',4,Dairy Products,12,Queso Manchego La Pastora,38,86,0,10695,1997/10/7,38,4,0,WILMK,Finland,1,Speedy Express,1997/10/14,16.72,7,King,Robert
10,Refrescos Americanas LTDA,1,Beverages,24,Guaraná Fantástica,4.5,20,0,10695,1997/10/7,4.5,20,0,WILMK,Finland,1,Speedy Express,1997/10/14,16.72,7,King,Robert
7,"Pavlova, Ltd.",6,Meat/Poultry,17,Alice Mutton,39,0,0,10696,1997/10/8,39,20,0,WHITC,USA,3,Federal Shipping,1997/10/14,102.55,8,Callahan,Laura
21,Lyngbysild,8,Seafood,46,Spegesild,12,95,0,10696,1997/10/8,12,18,0,WHITC,USA,3,Federal Shipping,1997/10/14,102.55,8,Callahan,Laura
8,"Specialty Biscuits, Ltd.",3,Confections,19,Teatime Chocolate Biscuits,9.2,25,0,10697,1997/10/8,9.2,7,0.25,LINOD,Venezuela,1,Speedy Express,1997/10/14,45.52,3,Leverling,Janet
16,Bigfoot Breweries,1,Beverages,35,Steeleye Stout,18,20,0,10697,1997/10/8,18,9,0.25,LINOD,Venezuela,1,Speedy Express,1997/10/14,45.52,3,Leverling,Janet
27,Escargots Nouveaux,8,Seafood,58,Escargots de Bourgogne,13.25,62,0,10697,1997/10/8,13.25,30,0.25,LINOD,Venezuela,1,Speedy Express,1997/10/14,45.52,3,Leverling,Janet
7,"Pavlova, Ltd.",1,Beverages,70,Outback Lager,15,15,10,10697,1997/10/8,15,30,0.25,LINOD,Venezuela,1,Speedy Express,1997/10/14,45.52,3,Leverling,Janet
5,Cooperativa de Quesos 'Las Cabras',4,Dairy Products,11,Queso Cabrales,21,22,30,10698,1997/10/9,21,15,0,ERNSH,Austria,1,Speedy Express,1997/10/17,272.47,4,Peacock,Margaret
7,"Pavlova, Ltd.",6,Meat/Poultry,17,Alice Mutton,39,0,0,10698,1997/10/9,39,8,0.05,ERNSH,Austria,1,Speedy Express,1997/10/17,272.47,4,Peacock,Margaret
12,Plutzer Lebensmittelgroßmärkte AG,6,Meat/Poultry,29,Thüringer Rostbratwurst,123.79,0,0,10698,1997/10/9,123.79,12,0.05,ERNSH,Austria,1,Speedy Express,1997/10/17,272.47,4,Peacock,Margaret
2,New Orleans Cajun Delights,2,Condiments,65,Louisiana Fiery Hot Pepper Sauce,21.05,76,0,10698,1997/10/9,21.05,65,0.05,ERNSH,Austria,1,Speedy Express,1997/10/17,272.47,4,Peacock,Margaret
7,"Pavlova, Ltd.",1,Beverages,70,Outback Lager,15,15,10,10698,1997/10/9,15,8,0.05,ERNSH,Austria,1,Speedy Express,1997/10/17,272.47,4,Peacock,Margaret
22,Zaanse Snoepfabriek,3,Confections,47,Zaanse koeken,9.5,36,0,10699,1997/10/9,9.5,12,0,MORGK,Germany,3,Federal Shipping,1997/10/13,0.58,3,Leverling,Janet
8,"Specialty Biscuits, Ltd.",1,Beverages,1,Chai,18,39,0,10700,1997/10/10,18,5,0.2,SAVEA,USA,1,Speedy Express,1997/10/16,65.1,3,Leverling,Janet
16,Bigfoot Breweries,1,Beverages,34,Sasquatch Ale,14,111,0,10700,1997/10/10,14,12,0.2,SAVEA,USA,1,Speedy Express,1997/10/16,65.1,3,Leverling,Janet
8,"Specialty Biscuits, Ltd.",3,Confections,68,Scottish Longbreads,12.5,6,10,10700,1997/10/10,12.5,40,0.2,SAVEA,USA,1,Speedy Express,1997/10/16,65.1,3,Leverling,Janet
15,Norske Meierier,4,Dairy Products,71,Flotemysost,21.5,26,0,10700,1997/10/10,21.5,60,0.2,SAVEA,USA,1,Speedy Express,1997/10/16,65.1,3,Leverling,Janet
28,Gai pâturage,4,Dairy Products,59,Raclette Courdavault,55,79,0,10701,1997/10/13,55,42,0.15,HUNGO,Ireland,3,Federal Shipping,1997/10/15,220.31,6,Suyama,Michael
15,Norske Meierier,4,Dairy Products,71,Flotemysost,21.5,26,0,10701,1997/10/13,21.5,20,0.15,HUNGO,Ireland,3,Federal Shipping,1997/10/15,220.31,6,Suyama,Michael
23,Karkki Oy,1,Beverages,76,Lakkalikööri,18,57,0,10701,1997/10/13,18,35,0.15,HUNGO,Ireland,3,Federal Shipping,1997/10/15,220.31,6,Suyama,Michael
1,Exotic Liquids,2,Condiments,3,Aniseed Syrup,10,13,70,10702,1997/10/13,10,6,0,ALFKI,Germany,1,Speedy Express,1997/10/21,23.94,4,Peacock,Margaret
23,Karkki Oy,1,Beverages,76,Lakkalikööri,18,57,0,10702,1997/10/13,18,15,0,ALFKI,Germany,1,Speedy Express,1997/10/21,23.94,4,Peacock,Margaret
1,Exotic Liquids,1,Beverages,2,Chang,19,17,40,10703,1997/10/14,19,5,0,FOLKO,Sweden,2,United Package,1997/10/20,152.3,6,Suyama,Michael
28,Gai pâturage,4,Dairy Products,59,Raclette Courdavault,55,79,0,10703,1997/10/14,55,35,0,FOLKO,Sweden,2,United Package,1997/10/20,152.3,6,Suyama,Michael
17,Svensk Sjöföda AB,8,Seafood,73,Röd Kaviar,15,101,0,10703,1997/10/14,15,35,0,FOLKO,Sweden,2,United Package,1997/10/20,152.3,6,Suyama,Michael
2,New Orleans Cajun Delights,2,Condiments,4,Chef Anton's Cajun Seasoning,22,53,0,10704,1997/10/14,22,6,0,QUEEN,Brazil,1,Speedy Express,1997/11/7,4.78,6,Suyama,Michael
10,Refrescos Americanas LTDA,1,Beverages,24,Guaraná Fantástica,4.5,20,0,10704,1997/10/14,4.5,35,0,QUEEN,Brazil,1,Speedy Express,1997/11/7,4.78,6,Suyama,Michael
22,Zaanse Snoepfabriek,3,Confections,48,Chocolade,12.75,15,70,10704,1997/10/14,12.75,24,0,QUEEN,Brazil,1,Speedy Express,1997/11/7,4.78,6,Suyama,Michael
14,Formaggi Fortini s.r.l.,4,Dairy Products,31,Gorgonzola Telino,12.5,0,70,10705,1997/10/15,12.5,20,0,HILAA,Venezuela,2,United Package,1997/11/18,3.52,9,Dodsworth,Anne
14,Formaggi Fortini s.r.l.,4,Dairy Products,32,Mascarpone Fabioli,32,9,40,10705,1997/10/15,32,4,0,HILAA,Venezuela,2,United Package,1997/11/18,3.52,9,Dodsworth,Anne
7,"Pavlova, Ltd.",3,Confections,16,Pavlova,17.45,29,0,10706,1997/10/16,17.45,20,0,OLDWO,USA,3,Federal Shipping,1997/10/21,135.63,8,Callahan,Laura
20,Leka Trading,1,Beverages,43,Ipoh Coffee,46,17,10,10706,1997/10/16,46,24,0,OLDWO,USA,3,Federal Shipping,1997/10/21,135.63,8,Callahan,Laura
28,Gai pâturage,4,Dairy Products,59,Raclette Courdavault,55,79,0,10706,1997/10/16,55,8,0,OLDWO,USA,3,Federal Shipping,1997/10/21,135.63,8,Callahan,Laura
25,Ma Maison,6,Meat/Poultry,55,Pâté chinois,24,115,0,10707,1997/10/16,24,21,0,AROUT,UK,3,Federal Shipping,1997/10/23,21.74,4,Peacock,Margaret
26,Pasta Buttini s.r.l.,5,Grains/Cereals,57,Ravioli Angelo,19.5,36,0,10707,1997/10/16,19.5,40,0,AROUT,UK,3,Federal Shipping,1997/10/23,21.74,4,Peacock,Margaret
7,"Pavlova, Ltd.",1,Beverages,70,Outback Lager,15,15,10,10707,1997/10/16,15,28,0.15,AROUT,UK,3,Federal Shipping,1997/10/23,21.74,4,Peacock,Margaret
2,New Orleans Cajun Delights,2,Condiments,5,Chef Anton's Gumbo Mix,21.35,0,0,10708,1997/10/17,21.35,4,0,THEBI,USA,2,United Package,1997/11/5,2.96,6,Suyama,Michael
17,Svensk Sjöföda AB,8,Seafood,36,Inlagd Sill,19,112,0,10708,1997/10/17,19,5,0,THEBI,USA,2,United Package,1997/11/5,2.96,6,Suyama,Michael
3,Grandma Kelly's Homestead,2,Condiments,8,Northwoods Cranberry Sauce,40,6,0,10709,1997/10/17,40,40,0,GOURL,Brazil,3,Federal Shipping,1997/11/20,210.8,1,Davolio,Nancy
24,"G'day, Mate",7,Produce,51,Manjimup Dried Apples,53,20,0,10709,1997/10/17,53,28,0,GOURL,Brazil,3,Federal Shipping,1997/11/20,210.8,1,Davolio,Nancy
28,Gai pâturage,4,Dairy Products,60,Camembert Pierrot,34,19,0,10709,1997/10/17,34,10,0,GOURL,Brazil,3,Federal Shipping,1997/11/20,210.8,1,Davolio,Nancy
8,"Specialty Biscuits, Ltd.",3,Confections,19,Teatime Chocolate Biscuits,9.2,25,0,10710,1997/10/20,9.2,5,0,FRANS,Italy,1,Speedy Express,1997/10/23,4.98,1,Davolio,Nancy
22,Zaanse Snoepfabriek,3,Confections,47,Zaanse koeken,9.5,36,0,10710,1997/10/20,9.5,5,0,FRANS,Italy,1,Speedy Express,1997/10/23,4.98,1,Davolio,Nancy
8,"Specialty Biscuits, Ltd.",3,Confections,19,Teatime Chocolate Biscuits,9.2,25,0,10711,1997/10/21,9.2,12,0,SAVEA,USA,2,United Package,1997/10/29,52.41,5,Buchanan,Steven
19,New England Seafood Cannery,8,Seafood,41,Jack's New England Clam Chowder,9.65,85,0,10711,1997/10/21,9.65,42,0,SAVEA,USA,2,United Package,1997/10/29,52.41,5,Buchanan,Steven
24,"G'day, Mate",6,Meat/Poultry,53,Perth Pasties,32.8,0,0,10711,1997/10/21,32.8,120,0,SAVEA,USA,2,United Package,1997/10/29,52.41,5,Buchanan,Steven
24,"G'day, Mate",6,Meat/Poultry,53,Perth Pasties,32.8,0,0,10712,1997/10/21,32.8,3,0.05,HUNGO,Ireland,1,Speedy Express,1997/10/31,89.93,3,Leverling,Janet
26,Pasta Buttini s.r.l.,5,Grains/Cereals,56,Gnocchi di nonna Alice,38,21,10,10712,1997/10/21,38,30,0,HUNGO,Ireland,1,Speedy Express,1997/10/31,89.93,3,Leverling,Janet
4,Tokyo Traders,8,Seafood,10,Ikura,31,31,0,10713,1997/10/22,31,18,0,SAVEA,USA,1,Speedy Express,1997/10/24,167.05,1,Davolio,Nancy
11,Heli Süßwaren GmbH & Co. KG,3,Confections,26,Gumbär Gummibärchen,31.23,15,0,10713,1997/10/22,31.23,30,0,SAVEA,USA,1,Speedy Express,1997/10/24,167.05,1,Davolio,Nancy
21,Lyngbysild,8,Seafood,45,Rogede sild,9.5,5,70,10713,1997/10/22,9.5,110,0,SAVEA,USA,1,Speedy Express,1997/10/24,167.05,1,Davolio,Nancy
21,Lyngbysild,8,Seafood,46,Spegesild,12,95,0,10713,1997/10/22,12,24,0,SAVEA,USA,1,Speedy Express,1997/10/24,167.05,1,Davolio,Nancy
1,Exotic Liquids,1,Beverages,2,Chang,19,17,40,10714,1997/10/22,19,30,0.25,SAVEA,USA,3,Federal Shipping,1997/10/27,24.49,5,Buchanan,Steven
7,"Pavlova, Ltd.",6,Meat/Poultry,17,Alice Mutton,39,0,0,10714,1997/10/22,39,27,0.25,SAVEA,USA,3,Federal Shipping,1997/10/27,24.49,5,Buchanan,Steven
22,Zaanse Snoepfabriek,3,Confections,47,Zaanse koeken,9.5,36,0,10714,1997/10/22,9.5,50,0.25,SAVEA,USA,3,Federal Shipping,1997/10/27,24.49,5,Buchanan,Steven
26,Pasta Buttini s.r.l.,5,Grains/Cereals,56,Gnocchi di nonna Alice,38,21,10,10714,1997/10/22,38,18,0.25,SAVEA,USA,3,Federal Shipping,1997/10/27,24.49,5,Buchanan,Steven
27,Escargots Nouveaux,8,Seafood,58,Escargots de Bourgogne,13.25,62,0,10714,1997/10/22,13.25,12,0.25,SAVEA,USA,3,Federal Shipping,1997/10/27,24.49,5,Buchanan,Steven
4,Tokyo Traders,8,Seafood,10,Ikura,31,31,0,10715,1997/10/23,31,21,0,BONAP,France,1,Speedy Express,1997/10/29,63.2,3,Leverling,Janet
15,Norske Meierier,4,Dairy Products,71,Flotemysost,21.5,26,0,10715,1997/10/23,21.5,30,0,BONAP,France,1,Speedy Express,1997/10/29,63.2,3,Leverling,Janet
8,"Specialty Biscuits, Ltd.",3,Confections,21,Sir Rodney's Scones,10,3,40,10716,1997/10/24,10,5,0,RANCH,Argentina,2,United Package,1997/10/27,22.57,4,Peacock,Margaret
24,"G'day, Mate",7,Produce,51,Manjimup Dried Apples,53,20,0,10716,1997/10/24,53,7,0,RANCH,Argentina,2,United Package,1997/10/27,22.57,4,Peacock,Margaret
29,Forêts d'érables,2,Condiments,61,Sirop d'érable,28.5,113,0,10716,1997/10/24,28.5,10,0,RANCH,Argentina,2,United Package,1997/10/27,22.57,4,Peacock,Margaret
8,"Specialty Biscuits, Ltd.",3,Confections,21,Sir Rodney's Scones,10,3,40,10717,1997/10/24,10,32,0.05,FRANK,Germany,2,United Package,1997/10/29,59.25,1,Davolio,Nancy
25,Ma Maison,6,Meat/Poultry,54,Tourtière,7.45,21,0,10717,1997/10/24,7.45,15,0,FRANK,Germany,2,United Package,1997/10/29,59.25,1,Davolio,Nancy
15,Norske Meierier,4,Dairy Products,69,Gudbrandsdalsost,36,26,0,10717,1997/10/24,36,25,0.05,FRANK,Germany,2,United Package,1997/10/29,59.25,1,Davolio,Nancy
5,Cooperativa de Quesos 'Las Cabras',4,Dairy Products,12,Queso Manchego La Pastora,38,86,0,10718,1997/10/27,38,36,0,KOENE,Germany,3,Federal Shipping,1997/10/29,170.88,1,Davolio,Nancy
7,"Pavlova, Ltd.",3,Confections,16,Pavlova,17.45,29,0,10718,1997/10/27,17.45,20,0,KOENE,Germany,3,Federal Shipping,1997/10/29,170.88,1,Davolio,Nancy
17,Svensk Sjöföda AB,8,Seafood,36,Inlagd Sill,19,112,0,10718,1997/10/27,19,40,0,KOENE,Germany,3,Federal Shipping,1997/10/29,170.88,1,Davolio,Nancy
29,Forêts d'érables,3,Confections,62,Tarte au sucre,49.3,17,0,10718,1997/10/27,49.3,20,0,KOENE,Germany,3,Federal Shipping,1997/10/29,170.88,1,Davolio,Nancy
7,"Pavlova, Ltd.",8,Seafood,18,Carnarvon Tigers,62.5,42,0,10719,1997/10/27,62.5,12,0.25,LETSS,USA,2,United Package,1997/11/5,51.44,8,Callahan,Laura
13,Nord-Ost-Fisch Handelsgesellschaft mbH,8,Seafood,30,Nord-Ost Matjeshering,25.89,10,0,10719,1997/10/27,25.89,3,0.25,LETSS,USA,2,United Package,1997/11/5,51.44,8,Callahan,Laura
25,Ma Maison,6,Meat/Poultry,54,Tourtière,7.45,21,0,10719,1997/10/27,7.45,40,0.25,LETSS,USA,2,United Package,1997/11/5,51.44,8,Callahan,Laura
16,Bigfoot Breweries,1,Beverages,35,Steeleye Stout,18,20,0,10720,1997/10/28,18,21,0,QUEDE,Brazil,2,United Package,1997/11/5,9.53,8,Callahan,Laura
15,Norske Meierier,4,Dairy Products,71,Flotemysost,21.5,26,0,10720,1997/10/28,21.5,8,0,QUEDE,Brazil,2,United Package,1997/11/5,9.53,8,Callahan,Laura
20,Leka Trading,2,Condiments,44,Gula Malacca,19.45,27,0,10721,1997/10/29,19.45,50,0.05,QUICK,Germany,3,Federal Shipping,1997/10/31,48.92,5,Buchanan,Steven
1,Exotic Liquids,1,Beverages,2,Chang,19,17,40,10722,1997/10/29,19,3,0,SAVEA,USA,1,Speedy Express,1997/11/4,74.58,8,Callahan,Laura
14,Formaggi Fortini s.r.l.,4,Dairy Products,31,Gorgonzola Telino,12.5,0,70,10722,1997/10/29,12.5,50,0,SAVEA,USA,1,Speedy Express,1997/11/4,74.58,8,Callahan,Laura
8,"Specialty Biscuits, Ltd.",3,Confections,68,Scottish Longbreads,12.5,6,10,10722,1997/10/29,12.5,45,0,SAVEA,USA,1,Speedy Express,1997/11/4,74.58,8,Callahan,Laura
12,Plutzer Lebensmittelgroßmärkte AG,1,Beverages,75,Rhönbräu Klosterbier,7.75,125,0,10722,1997/10/29,7.75,42,0,SAVEA,USA,1,Speedy Express,1997/11/4,74.58,8,Callahan,Laura
11,Heli Süßwaren GmbH & Co. KG,3,Confections,26,Gumbär Gummibärchen,31.23,15,0,10723,1997/10/30,31.23,15,0,WHITC,USA,1,Speedy Express,1997/11/25,21.72,3,Leverling,Janet
4,Tokyo Traders,8,Seafood,10,Ikura,31,31,0,10724,1997/10/30,31,16,0,MEREP,Canada,2,United Package,1997/11/5,57.75,8,Callahan,Laura
29,Forêts d'érables,2,Condiments,61,Sirop d'érable,28.5,113,0,10724,1997/10/30,28.5,5,0,MEREP,Canada,2,United Package,1997/11/5,57.75,8,Callahan,Laura
19,New England Seafood Cannery,8,Seafood,41,Jack's New England Clam Chowder,9.65,85,0,10725,1997/10/31,9.65,12,0,FAMIA,Brazil,3,Federal Shipping,1997/11/5,10.83,4,Peacock,Margaret
24,"G'day, Mate",5,Grains/Cereals,52,Filo Mix,7,38,0,10725,1997/10/31,7,4,0,FAMIA,Brazil,3,Federal Shipping,1997/11/5,10.83,4,Peacock,Margaret
25,Ma Maison,6,Meat/Poultry,55,Pâté chinois,24,115,0,10725,1997/10/31,24,6,0,FAMIA,Brazil,3,Federal Shipping,1997/11/5,10.83,4,Peacock,Margaret
2,New Orleans Cajun Delights,2,Condiments,4,Chef Anton's Cajun Seasoning,22,53,0,10726,1997/11/3,22,25,0,EASTC,UK,1,Speedy Express,1997/12/5,16.56,4,Peacock,Margaret
5,Cooperativa de Quesos 'Las Cabras',4,Dairy Products,11,Queso Cabrales,21,22,30,10726,1997/11/3,21,5,0,EASTC,UK,1,Speedy Express,1997/12/5,16.56,4,Peacock,Margaret
7,"Pavlova, Ltd.",6,Meat/Poultry,17,Alice Mutton,39,0,0,10727,1997/11/3,39,20,0.05,REGGC,Italy,1,Speedy Express,1997/12/5,89.9,2,Fuller,Andrew
26,Pasta Buttini s.r.l.,5,Grains/Cereals,56,Gnocchi di nonna Alice,38,21,10,10727,1997/11/3,38,10,0.05,REGGC,Italy,1,Speedy Express,1997/12/5,89.9,2,Fuller,Andrew
28,Gai pâturage,4,Dairy Products,59,Raclette Courdavault,55,79,0,10727,1997/11/3,55,10,0.05,REGGC,Italy,1,Speedy Express,1997/12/5,89.9,2,Fuller,Andrew
13,Nord-Ost-Fisch Handelsgesellschaft mbH,8,Seafood,30,Nord-Ost Matjeshering,25.89,10,0,10728,1997/11/4,25.89,15,0,QUEEN,Brazil,2,United Package,1997/11/11,58.33,4,Peacock,Margaret
19,New England Seafood Cannery,8,Seafood,40,Boston Crab Meat,18.4,123,0,10728,1997/11/4,18.4,6,0,QUEEN,Brazil,2,United Package,1997/11/11,58.33,4,Peacock,Margaret
25,Ma Maison,6,Meat/Poultry,55,Pâté chinois,24,115,0,10728,1997/11/4,24,12,0,QUEEN,Brazil,2,United Package,1997/11/11,58.33,4,Peacock,Margaret
28,Gai pâturage,4,Dairy Products,60,Camembert Pierrot,34,19,0,10728,1997/11/4,34,15,0,QUEEN,Brazil,2,United Package,1997/11/11,58.33,4,Peacock,Margaret
8,"Specialty Biscuits, Ltd.",1,Beverages,1,Chai,18,39,0,10729,1997/11/4,18,50,0,LINOD,Venezuela,3,Federal Shipping,1997/11/14,141.06,8,Callahan,Laura
8,"Specialty Biscuits, Ltd.",3,Confections,21,Sir Rodney's Scones,10,3,40,10729,1997/11/4,10,30,0,LINOD,Venezuela,3,Federal Shipping,1997/11/14,141.06,8,Callahan,Laura
23,Karkki Oy,3,Confections,50,Valkoinen suklaa,16.25,65,0,10729,1997/11/4,16.25,40,0,LINOD,Venezuela,3,Federal Shipping,1997/11/14,141.06,8,Callahan,Laura
7,"Pavlova, Ltd.",3,Confections,16,Pavlova,17.45,29,0,10730,1997/11/5,17.45,15,0.05,BONAP,France,1,Speedy Express,1997/11/14,20.12,5,Buchanan,Steven
14,Formaggi Fortini s.r.l.,4,Dairy Products,31,Gorgonzola Telino,12.5,0,70,10730,1997/11/5,12.5,3,0.05,BONAP,France,1,Speedy Express,1997/11/14,20.12,5,Buchanan,Steven
2,New Orleans Cajun Delights,2,Condiments,65,Louisiana Fiery Hot Pepper Sauce,21.05,76,0,10730,1997/11/5,21.05,10,0.05,BONAP,France,1,Speedy Express,1997/11/14,20.12,5,Buchanan,Steven
8,"Specialty Biscuits, Ltd.",3,Confections,21,Sir Rodney's Scones,10,3,40,10731,1997/11/6,10,40,0.05,CHOPS,Switzerland,1,Speedy Express,1997/11/14,96.65,7,King,Robert
24,"G'day, Mate",7,Produce,51,Manjimup Dried Apples,53,20,0,10731,1997/11/6,53,30,0.05,CHOPS,Switzerland,1,Speedy Express,1997/11/14,96.65,7,King,Robert
23,Karkki Oy,1,Beverages,76,Lakkalikööri,18,57,0,10732,1997/11/6,18,20,0,BONAP,France,1,Speedy Express,1997/11/7,16.97,3,Leverling,Janet
6,Mayumi's,7,Produce,14,Tofu,23.25,35,0,10733,1997/11/7,23.25,16,0,BERGS,Sweden,3,Federal Shipping,1997/11/10,110.11,1,Davolio,Nancy
12,Plutzer Lebensmittelgroßmärkte AG,7,Produce,28,Rössle Sauerkraut,45.6,26,0,10733,1997/11/7,45.6,20,0,BERGS,Sweden,3,Federal Shipping,1997/11/10,110.11,1,Davolio,Nancy
24,"G'day, Mate",5,Grains/Cereals,52,Filo Mix,7,38,0,10733,1997/11/7,7,25,0,BERGS,Sweden,3,Federal Shipping,1997/11/10,110.11,1,Davolio,Nancy
3,Grandma Kelly's Homestead,2,Condiments,6,Grandma's Boysenberry Spread,25,120,0,10734,1997/11/7,25,30,0,GOURL,Brazil,3,Federal Shipping,1997/11/12,1.63,2,Fuller,Andrew
13,Nord-Ost-Fisch Handelsgesellschaft mbH,8,Seafood,30,Nord-Ost Matjeshering,25.89,10,0,10734,1997/11/7,25.89,15,0,GOURL,Brazil,3,Federal Shipping,1997/11/12,1.63,2,Fuller,Andrew
23,Karkki Oy,1,Beverages,76,Lakkalikööri,18,57,0,10734,1997/11/7,18,20,0,GOURL,Brazil,3,Federal Shipping,1997/11/12,1.63,2,Fuller,Andrew
29,Forêts d'érables,2,Condiments,61,Sirop d'érable,28.5,113,0,10735,1997/11/10,28.5,20,0.1,LETSS,USA,2,United Package,1997/11/21,45.97,6,Suyama,Michael
12,Plutzer Lebensmittelgroßmärkte AG,2,Condiments,77,Original Frankfurter grüne Soße,13,32,0,10735,1997/11/10,13,2,0.1,LETSS,USA,2,United Package,1997/11/21,45.97,6,Suyama,Michael
2,New Orleans Cajun Delights,2,Condiments,65,Louisiana Fiery Hot Pepper Sauce,21.05,76,0,10736,1997/11/11,21.05,40,0,HUNGO,Ireland,2,United Package,1997/11/21,44.1,9,Dodsworth,Anne
12,Plutzer Lebensmittelgroßmärkte AG,1,Beverages,75,Rhönbräu Klosterbier,7.75,125,0,10736,1997/11/11,7.75,20,0,HUNGO,Ireland,2,United Package,1997/11/21,44.1,9,Dodsworth,Anne
6,Mayumi's,8,Seafood,13,Konbu,6,24,0,10737,1997/11/11,6,4,0,VINET,France,2,United Package,1997/11/18,7.79,2,Fuller,Andrew
19,New England Seafood Cannery,8,Seafood,41,Jack's New England Clam Chowder,9.65,85,0,10737,1997/11/11,9.65,12,0,VINET,France,2,United Package,1997/11/18,7.79,2,Fuller,Andrew
7,"Pavlova, Ltd.",3,Confections,16,Pavlova,17.45,29,0,10738,1997/11/12,17.45,3,0,SPECD,France,1,Speedy Express,1997/11/18,2.91,2,Fuller,Andrew
17,Svensk Sjöföda AB,8,Seafood,36,Inlagd Sill,19,112,0,10739,1997/11/12,19,6,0,VINET,France,3,Federal Shipping,1997/11/17,11.08,3,Leverling,Janet
24,"G'day, Mate",5,Grains/Cereals,52,Filo Mix,7,38,0,10739,1997/11/12,7,18,0,VINET,France,3,Federal Shipping,1997/11/17,11.08,3,Leverling,Janet
12,Plutzer Lebensmittelgroßmärkte AG,7,Produce,28,Rössle Sauerkraut,45.6,26,0,10740,1997/11/13,45.6,5,0.2,WHITC,USA,2,United Package,1997/11/25,81.88,4,Peacock,Margaret
16,Bigfoot Breweries,1,Beverages,35,Steeleye Stout,18,20,0,10740,1997/11/13,18,35,0.2,WHITC,USA,2,United Package,1997/11/25,81.88,4,Peacock,Margaret
21,Lyngbysild,8,Seafood,45,Rogede sild,9.5,5,70,10740,1997/11/13,9.5,40,0.2,WHITC,USA,2,United Package,1997/11/25,81.88,4,Peacock,Margaret
